,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
20,2015,Brisbane,Hospitalisation,0,1,1,0,1,0,1,1,0,1,0,0,1
21,2015,Brisbane,Hospitalisation,0,1,1,1,0,0,0,5,0,6,2,0,8
22,2015,Brisbane,Hospitalisation,0,1,1,1,1,0,0,5,0,8,1,1,10
23,2015,Brisbane,Hospitalisation,1,0,0,0,0,0,0,349,0,374,11,11,396
24,2015,Brisbane,Hospitalisation,1,0,0,0,0,0,1,28,0,32,1,1,34
25,2015,Brisbane,Hospitalisation,1,0,0,0,1,0,0,15,0,17,1,1,19
26,2015,Brisbane,Hospitalisation,1,0,0,1,0,0,0,105,0,118,14,6,138
27,2015,Brisbane,Hospitalisation,1,0,0,1,0,0,1,3,0,4,1,3,8
28,2015,Brisbane,Hospitalisation,1,0,0,1,1,0,0,2,0,3,0,2,5
29,2015,Brisbane,Hospitalisation,1,0,1,0,0,0,0,92,0,103,5,3,111
30,2015,Brisbane,Hospitalisation,1,0,1,0,0,0,1,15,0,17,2,0,19
31,2015,Brisbane,Hospitalisation,1,0,1,0,1,0,0,86,0,103,7,6,116
32,2015,Brisbane,Hospitalisation,1,0,1,0,1,0,1,1,0,2,0,0,2
33,2015,Brisbane,Hospitalisation,1,0,1,1,0,0,0,9,0,12,0,1,13
34,2015,Brisbane,Hospitalisation,1,0,1,1,1,0,0,12,0,13,1,2,16
35,2015,Brisbane,Hospitalisation,1,1,0,0,0,0,0,138,0,166,31,9,206
36,2015,Brisbane,Hospitalisation,1,1,0,0,0,0,1,6,0,7,5,1,13
37,2015,Brisbane,Hospitalisation,1,1,0,0,1,0,0,10,0,14,0,1,15
38,2015,Brisbane,Hospitalisation,1,1,0,1,0,0,0,72,0,88,16,8,112
39,2015,Brisbane,Hospitalisation,1,1,0,1,0,0,1,3,0,5,2,1,8
40,2015,Brisbane,Hospitalisation,1,1,0,1,1,0,0,2,0,2,0,1,3
41,2015,Brisbane,Hospitalisation,1,1,1,0,0,0,0,55,0,64,10,2,76
42,2015,Brisbane,Hospitalisation,1,1,1,0,0,0,1,8,0,10,1,3,14
43,2015,Brisbane,Hospitalisation,1,1,1,0,1,0,0,56,0,75,8,11,94
44,2015,Brisbane,Hospitalisation,1,1,1,0,1,0,1,2,0,3,1,0,4
45,2015,Brisbane,Hospitalisation,1,1,1,1,0,0,0,16,0,21,5,0,26
46,2015,Brisbane,Hospitalisation,1,1,1,1,0,0,1,2,0,3,5,0,8
47,2015,Brisbane,Hospitalisation,1,1,1,1,1,0,0,11,0,19,5,2,26
48,2015,Brisbane,Hospitalisation,1,1,1,1,1,0,1,1,0,2,3,0,5
49,2015,Brisbane,Medical treatment,0,0,0,0,0,0,0,25,0,0,25,0,25
50,2015,Brisbane,Medical treatment,0,1,0,0,0,0,0,221,0,0,254,8,262
51,2015,Brisbane,Medical treatment,0,1,0,0,0,0,1,6,0,0,8,1,9
52,2015,Brisbane,Medical treatment,0,1,0,0,1,0,0,8,0,0,8,3,11
53,2015,Brisbane,Medical treatment,0,1,0,1,0,0,0,61,0,0,71,1,72
54,2015,Brisbane,Medical treatment,0,1,0,1,1,0,0,2,0,0,2,0,2
55,2015,Brisbane,Medical treatment,0,1,1,0,0,0,0,65,0,0,80,13,93
56,2015,Brisbane,Medical treatment,0,1,1,0,0,0,1,3,0,0,4,1,5
57,2015,Brisbane,Medical treatment,0,1,1,0,1,0,0,80,0,0,105,5,110
58,2015,Brisbane,Medical treatment,0,1,1,1,0,0,0,3,0,0,3,0,3
59,2015,Brisbane,Medical treatment,0,1,1,1,1,0,0,9,0,0,12,0,12
60,2015,Brisbane,Medical treatment,1,0,0,0,0,0,0,410,0,0,462,13,475
61,2015,Brisbane,Medical treatment,1,0,0,0,0,0,1,15,0,0,19,1,20
62,2015,Brisbane,Medical treatment,1,0,0,0,1,0,0,16,0,0,18,0,18
63,2015,Brisbane,Medical treatment,1,0,0,1,0,0,0,130,0,0,141,6,147
64,2015,Brisbane,Medical treatment,1,0,0,1,0,0,1,2,0,0,2,0,2
65,2015,Brisbane,Medical treatment,1,0,0,1,1,0,0,1,0,0,1,0,1
66,2015,Brisbane,Medical treatment,1,0,1,0,0,0,0,124,0,0,148,12,160
67,2015,Brisbane,Medical treatment,1,0,1,0,0,0,1,8,0,0,9,1,10
68,2015,Brisbane,Medical treatment,1,0,1,0,1,0,0,96,0,0,110,4,114
69,2015,Brisbane,Medical treatment,1,0,1,0,1,0,1,1,0,0,3,0,3
70,2015,Brisbane,Medical treatment,1,0,1,1,0,0,0,17,0,0,21,1,22
71,2015,Brisbane,Medical treatment,1,0,1,1,0,0,1,2,0,0,2,0,2
72,2015,Brisbane,Medical treatment,1,0,1,1,1,0,0,6,0,0,9,0,9
73,2015,Brisbane,Medical treatment,1,1,0,0,0,0,0,352,0,0,410,30,440
74,2015,Brisbane,Medical treatment,1,1,0,0,0,0,1,12,0,0,15,1,16
75,2015,Brisbane,Medical treatment,1,1,0,0,1,0,0,13,0,0,14,1,15
76,2015,Brisbane,Medical treatment,1,1,0,1,0,0,0,130,0,0,165,11,176
77,2015,Brisbane,Medical treatment,1,1,0,1,0,0,1,2,0,0,4,0,4
78,2015,Brisbane,Medical treatment,1,1,0,1,1,0,0,2,0,0,3,0,3
79,2015,Brisbane,Medical treatment,1,1,1,0,0,0,0,148,0,0,185,16,201
80,2015,Brisbane,Medical treatment,1,1,1,0,0,0,1,4,0,0,4,0,4
81,2015,Brisbane,Medical treatment,1,1,1,0,1,0,0,125,0,0,152,14,166
82,2015,Brisbane,Medical treatment,1,1,1,0,1,0,1,3,0,0,3,0,3
83,2015,Brisbane,Medical treatment,1,1,1,1,0,0,0,28,0,0,35,2,37
84,2015,Brisbane,Medical treatment,1,1,1,1,0,0,1,2,0,0,3,0,3
85,2015,Brisbane,Medical treatment,1,1,1,1,1,0,0,16,0,0,27,5,32
86,2015,Brisbane,Medical treatment,1,1,1,1,1,0,1,1,0,0,2,0,2
87,2015,Brisbane,Minor injury,0,0,0,0,0,0,0,7,0,0,0,7,7
88,2015,Brisbane,Minor injury,0,1,0,0,0,0,0,43,0,0,0,52,52
89,2015,Brisbane,Minor injury,0,1,0,0,0,0,1,1,0,0,0,1,1
90,2015,Brisbane,Minor injury,0,1,0,0,1,0,0,1,0,0,0,1,1
91,2015,Brisbane,Minor injury,0,1,0,1,0,0,0,14,0,0,0,18,18
92,2015,Brisbane,Minor injury,0,1,0,1,0,0,1,1,0,0,0,1,1
93,2015,Brisbane,Minor injury,0,1,1,0,0,0,0,13,0,0,0,14,14
94,2015,Brisbane,Minor injury,0,1,1,0,1,0,0,8,0,0,0,11,11
95,2015,Brisbane,Minor injury,0,1,1,1,1,0,0,2,0,0,0,4,4
96,2015,Brisbane,Minor injury,1,0,0,0,0,0,0,61,0,0,0,65,65
97,2015,Brisbane,Minor injury,1,0,0,0,0,0,1,3,0,0,0,4,4
98,2015,Brisbane,Minor injury,1,0,0,0,1,0,0,5,0,0,0,6,6
99,2015,Brisbane,Minor injury,1,0,0,1,0,0,0,19,0,0,0,20,20
100,2015,Brisbane,Minor injury,1,0,0,1,1,0,0,2,0,0,0,2,2
101,2015,Brisbane,Minor injury,1,0,1,0,0,0,0,22,0,0,0,28,28
102,2015,Brisbane,Minor injury,1,0,1,0,0,0,1,1,0,0,0,4,4
103,2015,Brisbane,Minor injury,1,0,1,0,1,0,0,23,0,0,0,29,29
104,2015,Brisbane,Minor injury,1,0,1,1,0,0,0,6,0,0,0,7,7
105,2015,Brisbane,Minor injury,1,0,1,1,1,0,0,1,0,0,0,1,1
106,2015,Brisbane,Minor injury,1,1,0,0,0,0,0,47,0,0,0,57,57
107,2015,Brisbane,Minor injury,1,1,0,0,0,0,1,2,0,0,0,2,2
108,2015,Brisbane,Minor injury,1,1,0,0,1,0,0,3,0,0,0,3,3
109,2015,Brisbane,Minor injury,1,1,0,1,0,0,0,23,0,0,0,28,28
110,2015,Brisbane,Minor injury,1,1,0,1,0,0,1,1,0,0,0,1,1
111,2015,Brisbane,Minor injury,1,1,1,0,0,0,0,20,0,0,0,21,21
112,2015,Brisbane,Minor injury,1,1,1,0,0,0,1,4,0,0,0,5,5
113,2015,Brisbane,Minor injury,1,1,1,0,1,0,0,23,0,0,0,26,26
114,2015,Brisbane,Minor injury,1,1,1,1,0,0,0,6,0,0,0,8,8
115,2015,Brisbane,Minor injury,1,1,1,1,1,0,0,3,0,0,0,4,4
116,2016,Brisbane,Fatal,0,0,0,0,0,0,0,2,2,0,0,0,2
117,2016,Brisbane,Fatal,0,1,0,0,0,0,0,1,1,0,0,0,1
118,2016,Brisbane,Fatal,0,1,1,0,1,0,0,1,1,0,0,0,1
119,2016,Brisbane,Fatal,1,0,0,0,0,0,0,13,13,0,0,0,13
120,2016,Brisbane,Fatal,1,0,0,0,0,0,1,2,2,0,0,0,2
121,2016,Brisbane,Fatal,1,0,0,0,1,0,0,3,3,0,1,1,5
122,2016,Brisbane,Fatal,1,0,0,1,0,0,0,5,5,0,0,0,5
123,2016,Brisbane,Fatal,1,0,1,0,0,0,0,4,4,2,0,0,6
124,2016,Brisbane,Fatal,1,0,1,0,0,0,1,2,2,0,1,0,3
125,2016,Brisbane,Fatal,1,0,1,1,1,0,0,1,1,0,0,0,1
126,2016,Brisbane,Fatal,1,1,0,0,0,0,0,1,1,0,0,1,2
127,2016,Brisbane,Fatal,1,1,0,1,0,0,0,2,2,0,2,1,5
128,2016,Brisbane,Fatal,1,1,1,0,0,0,0,1,1,2,0,0,3
129,2016,Brisbane,Fatal,1,1,1,0,0,0,1,1,1,0,0,0,1
130,2016,Brisbane,Hospitalisation,0,0,0,0,0,0,0,24,0,25,1,1,27
131,2016,Brisbane,Hospitalisation,0,0,1,0,0,0,1,1,0,1,0,0,1
132,2016,Brisbane,Hospitalisation,0,1,0,0,0,0,0,170,0,184,13,9,206
133,2016,Brisbane,Hospitalisation,0,1,0,0,0,0,1,6,0,7,1,0,8
134,2016,Brisbane,Hospitalisation,0,1,0,0,1,0,0,6,0,7,2,3,12
135,2016,Brisbane,Hospitalisation,0,1,0,1,0,0,0,49,0,55,6,5,66
136,2016,Brisbane,Hospitalisation,0,1,0,1,0,0,1,1,0,1,0,0,1
137,2016,Brisbane,Hospitalisation,0,1,1,0,0,0,0,33,0,41,5,5,51
138,2016,Brisbane,Hospitalisation,0,1,1,0,0,0,1,3,0,4,0,0,4
139,2016,Brisbane,Hospitalisation,0,1,1,0,1,0,0,46,0,61,7,0,68
140,2016,Brisbane,Hospitalisation,0,1,1,1,0,0,0,2,0,3,0,0,3
141,2016,Brisbane,Hospitalisation,0,1,1,1,1,0,0,5,0,7,1,1,9
142,2016,Brisbane,Hospitalisation,1,0,0,0,0,0,0,352,0,374,20,11,405
143,2016,Brisbane,Hospitalisation,1,0,0,0,0,0,1,27,0,32,1,1,34
144,2016,Brisbane,Hospitalisation,1,0,0,0,1,0,0,17,0,20,1,4,25
145,2016,Brisbane,Hospitalisation,1,0,0,1,0,0,0,117,0,126,8,3,137
146,2016,Brisbane,Hospitalisation,1,0,0,1,0,0,1,3,0,4,0,0,4
147,2016,Brisbane,Hospitalisation,1,0,0,1,1,0,0,1,0,1,0,1,2
148,2016,Brisbane,Hospitalisation,1,0,1,0,0,0,0,96,0,104,8,8,120
149,2016,Brisbane,Hospitalisation,1,0,1,0,0,0,1,18,0,21,0,0,21
150,2016,Brisbane,Hospitalisation,1,0,1,0,1,0,0,74,0,86,6,6,98
151,2016,Brisbane,Hospitalisation,1,0,1,0,1,0,1,3,0,3,1,3,7
152,2016,Brisbane,Hospitalisation,1,0,1,1,0,0,0,15,0,20,6,2,28
153,2016,Brisbane,Hospitalisation,1,0,1,1,1,0,0,6,0,8,3,0,11
154,2016,Brisbane,Hospitalisation,1,0,1,1,1,0,1,1,0,1,0,0,1
155,2016,Brisbane,Hospitalisation,1,1,0,0,0,0,0,125,0,152,30,12,194
156,2016,Brisbane,Hospitalisation,1,1,0,0,0,0,1,16,0,21,2,1,24
157,2016,Brisbane,Hospitalisation,1,1,0,0,1,0,0,7,0,11,1,2,14
158,2016,Brisbane,Hospitalisation,1,1,0,1,0,0,0,77,0,92,17,9,118
159,2016,Brisbane,Hospitalisation,1,1,0,1,1,0,0,1,0,1,0,0,1
160,2016,Brisbane,Hospitalisation,1,1,1,0,0,0,0,45,0,57,11,4,72
161,2016,Brisbane,Hospitalisation,1,1,1,0,0,0,1,5,0,6,3,0,9
162,2016,Brisbane,Hospitalisation,1,1,1,0,1,0,0,57,0,64,19,6,89
163,2016,Brisbane,Hospitalisation,1,1,1,0,1,0,1,3,0,5,2,1,8
164,2016,Brisbane,Hospitalisation,1,1,1,1,0,0,0,20,0,30,3,0,33
165,2016,Brisbane,Hospitalisation,1,1,1,1,1,0,0,16,0,20,3,4,27
166,2016,Brisbane,Medical treatment,0,0,0,0,0,0,0,35,0,0,36,0,36
167,2016,Brisbane,Medical treatment,0,1,0,0,0,0,0,196,0,0,221,9,230
168,2016,Brisbane,Medical treatment,0,1,0,0,0,0,1,4,0,0,6,0,6
169,2016,Brisbane,Medical treatment,0,1,0,0,1,0,0,9,0,0,12,0,12
170,2016,Brisbane,Medical treatment,0,1,0,1,0,0,0,57,0,0,62,5,67
171,2016,Brisbane,Medical treatment,0,1,0,1,0,0,1,1,0,0,1,0,1
172,2016,Brisbane,Medical treatment,0,1,0,1,1,0,0,1,0,0,1,0,1
173,2016,Brisbane,Medical treatment,0,1,1,0,0,0,0,73,0,0,86,6,92
174,2016,Brisbane,Medical treatment,0,1,1,0,0,0,1,3,0,0,4,0,4
175,2016,Brisbane,Medical treatment,0,1,1,0,1,0,0,69,0,0,77,3,80
176,2016,Brisbane,Medical treatment,0,1,1,0,1,0,1,2,0,0,3,0,3
177,2016,Brisbane,Medical treatment,0,1,1,1,0,0,0,8,0,0,11,1,12
178,2016,Brisbane,Medical treatment,0,1,1,1,1,0,0,6,0,0,7,1,8
179,2016,Brisbane,Medical treatment,1,0,0,0,0,0,0,402,0,0,442,13,455
180,2016,Brisbane,Medical treatment,1,0,0,0,0,0,1,18,0,0,23,0,23
181,2016,Brisbane,Medical treatment,1,0,0,0,1,0,0,16,0,0,21,4,25
182,2016,Brisbane,Medical treatment,1,0,0,1,0,0,0,111,0,0,126,7,133
183,2016,Brisbane,Medical treatment,1,0,0,1,0,0,1,4,0,0,5,0,5
184,2016,Brisbane,Medical treatment,1,0,1,0,0,0,0,147,0,0,166,16,182
185,2016,Brisbane,Medical treatment,1,0,1,0,0,0,1,15,0,0,17,2,19
186,2016,Brisbane,Medical treatment,1,0,1,0,1,0,0,109,0,0,134,9,143
187,2016,Brisbane,Medical treatment,1,0,1,0,1,0,1,2,0,0,3,0,3
188,2016,Brisbane,Medical treatment,1,0,1,1,0,0,0,9,0,0,13,3,16
189,2016,Brisbane,Medical treatment,1,0,1,1,0,0,1,1,0,0,2,0,2
190,2016,Brisbane,Medical treatment,1,0,1,1,1,0,0,11,0,0,11,2,13
191,2016,Brisbane,Medical treatment,1,1,0,0,0,0,0,341,0,0,407,25,432
192,2016,Brisbane,Medical treatment,1,1,0,0,0,0,1,11,0,0,15,0,15
193,2016,Brisbane,Medical treatment,1,1,0,0,1,0,0,14,0,0,16,0,16
194,2016,Brisbane,Medical treatment,1,1,0,0,1,0,1,1,0,0,1,0,1
195,2016,Brisbane,Medical treatment,1,1,0,1,0,0,0,111,0,0,144,12,156
196,2016,Brisbane,Medical treatment,1,1,0,1,0,0,1,2,0,0,2,0,2
197,2016,Brisbane,Medical treatment,1,1,0,1,1,0,0,2,0,0,3,0,3
198,2016,Brisbane,Medical treatment,1,1,1,0,0,0,0,155,0,0,177,11,188
199,2016,Brisbane,Medical treatment,1,1,1,0,0,0,1,6,0,0,7,1,8
200,2016,Brisbane,Medical treatment,1,1,1,0,1,0,0,141,0,0,178,15,193
201,2016,Brisbane,Medical treatment,1,1,1,0,1,0,1,2,0,0,2,1,3
202,2016,Brisbane,Medical treatment,1,1,1,1,0,0,0,26,0,0,41,1,42
203,2016,Brisbane,Medical treatment,1,1,1,1,0,0,1,2,0,0,3,0,3
204,2016,Brisbane,Medical treatment,1,1,1,1,1,0,0,26,0,0,35,3,38
205,2016,Brisbane,Minor injury,0,0,0,0,0,0,0,10,0,0,0,10,10
206,2016,Brisbane,Minor injury,0,1,0,0,0,0,0,50,0,0,0,54,54
207,2016,Brisbane,Minor injury,0,1,0,0,1,0,0,1,0,0,0,2,2
208,2016,Brisbane,Minor injury,0,1,0,1,0,0,0,22,0,0,0,25,25
209,2016,Brisbane,Minor injury,0,1,1,0,0,0,0,15,0,0,0,16,16
210,2016,Brisbane,Minor injury,0,1,1,0,0,0,1,1,0,0,0,2,2
211,2016,Brisbane,Minor injury,0,1,1,0,1,0,0,6,0,0,0,7,7
212,2016,Brisbane,Minor injury,0,1,1,0,1,0,1,1,0,0,0,3,3
213,2016,Brisbane,Minor injury,1,0,0,0,0,0,0,102,0,0,0,118,118
214,2016,Brisbane,Minor injury,1,0,0,0,0,0,1,2,0,0,0,2,2
215,2016,Brisbane,Minor injury,1,0,0,0,1,0,0,3,0,0,0,4,4
216,2016,Brisbane,Minor injury,1,0,0,1,0,0,0,26,0,0,0,31,31
217,2016,Brisbane,Minor injury,1,0,0,1,1,0,0,1,0,0,0,1,1
218,2016,Brisbane,Minor injury,1,0,1,0,0,0,0,28,0,0,0,33,33
219,2016,Brisbane,Minor injury,1,0,1,0,0,0,1,6,0,0,0,6,6
220,2016,Brisbane,Minor injury,1,0,1,0,1,0,0,22,0,0,0,26,26
221,2016,Brisbane,Minor injury,1,0,1,1,1,0,0,2,0,0,0,2,2
222,2016,Brisbane,Minor injury,1,1,0,0,0,0,0,76,0,0,0,96,96
223,2016,Brisbane,Minor injury,1,1,0,0,0,0,1,1,0,0,0,1,1
224,2016,Brisbane,Minor injury,1,1,0,0,1,0,0,6,0,0,0,7,7
225,2016,Brisbane,Minor injury,1,1,0,1,0,0,0,21,0,0,0,23,23
226,2016,Brisbane,Minor injury,1,1,0,1,0,0,1,1,0,0,0,1,1
227,2016,Brisbane,Minor injury,1,1,1,0,0,0,0,31,0,0,0,34,34
228,2016,Brisbane,Minor injury,1,1,1,0,1,0,0,18,0,0,0,20,20
229,2016,Brisbane,Minor injury,1,1,1,1,0,0,0,5,0,0,0,5,5
230,2016,Brisbane,Minor injury,1,1,1,1,1,0,0,3,0,0,0,5,5
231,2017,Brisbane,Fatal,0,1,0,0,0,0,0,2,2,0,0,0,2
232,2017,Brisbane,Fatal,0,1,0,0,0,0,1,1,1,0,0,0,1
233,2017,Brisbane,Fatal,0,1,0,1,0,0,0,2,2,0,0,0,2
234,2017,Brisbane,Fatal,0,1,0,1,1,0,0,1,1,2,0,0,3
235,2017,Brisbane,Fatal,0,1,1,0,0,0,0,3,3,3,1,0,7
236,2017,Brisbane,Fatal,1,0,0,0,0,0,0,9,9,0,0,1,10
237,2017,Brisbane,Fatal,1,0,0,1,0,0,0,5,5,2,0,0,7
238,2017,Brisbane,Fatal,1,0,0,1,0,0,1,1,1,0,0,0,1
239,2017,Brisbane,Fatal,1,0,1,0,0,0,0,2,2,0,1,0,3
240,2017,Brisbane,Fatal,1,0,1,0,1,0,0,3,3,1,0,0,4
241,2017,Brisbane,Fatal,1,0,1,1,0,0,0,1,1,0,0,0,1
242,2017,Brisbane,Fatal,1,1,0,1,0,0,0,1,1,0,0,0,1
243,2017,Brisbane,Fatal,1,1,1,0,0,0,0,3,4,3,1,0,8
244,2017,Brisbane,Fatal,1,1,1,1,0,0,0,1,1,0,0,0,1
245,2017,Brisbane,Hospitalisation,0,0,0,0,0,0,0,33,0,37,3,3,43
246,2017,Brisbane,Hospitalisation,0,0,0,1,0,0,0,2,0,2,0,0,2
247,2017,Brisbane,Hospitalisation,0,1,0,0,0,0,0,133,0,141,3,5,149
248,2017,Brisbane,Hospitalisation,0,1,0,0,0,0,1,5,0,6,1,0,7
249,2017,Brisbane,Hospitalisation,0,1,0,0,1,0,0,3,0,4,0,0,4
250,2017,Brisbane,Hospitalisation,0,1,0,1,0,0,0,57,0,68,3,4,75
251,2017,Brisbane,Hospitalisation,0,1,1,0,0,0,0,28,0,34,4,5,43
252,2017,Brisbane,Hospitalisation,0,1,1,0,0,0,1,4,0,4,1,0,5
253,2017,Brisbane,Hospitalisation,0,1,1,0,1,0,0,37,0,42,5,4,51
254,2017,Brisbane,Hospitalisation,0,1,1,1,0,0,0,3,0,3,0,0,3
255,2017,Brisbane,Hospitalisation,0,1,1,1,1,0,0,2,0,3,1,0,4
256,2017,Brisbane,Hospitalisation,1,0,0,0,0,0,0,338,0,363,16,15,394
257,2017,Brisbane,Hospitalisation,1,0,0,0,0,0,1,24,0,28,1,0,29
258,2017,Brisbane,Hospitalisation,1,0,0,0,1,0,0,18,0,20,2,1,23
259,2017,Brisbane,Hospitalisation,1,0,0,1,0,0,0,119,0,126,9,9,144
260,2017,Brisbane,Hospitalisation,1,0,0,1,0,0,1,1,0,2,0,1,3
261,2017,Brisbane,Hospitalisation,1,0,0,1,1,0,1,1,0,1,0,1,2
262,2017,Brisbane,Hospitalisation,1,0,1,0,0,0,0,101,0,117,7,6,130
263,2017,Brisbane,Hospitalisation,1,0,1,0,0,0,1,14,0,16,1,2,19
264,2017,Brisbane,Hospitalisation,1,0,1,0,1,0,0,86,0,103,8,4,115
265,2017,Brisbane,Hospitalisation,1,0,1,0,1,0,1,1,0,3,0,0,3
266,2017,Brisbane,Hospitalisation,1,0,1,1,0,0,0,5,0,8,1,0,9
267,2017,Brisbane,Hospitalisation,1,0,1,1,1,0,0,12,0,17,4,1,22
268,2017,Brisbane,Hospitalisation,1,1,0,0,0,0,0,153,0,180,26,27,233
269,2017,Brisbane,Hospitalisation,1,1,0,0,0,0,1,9,0,12,0,3,15
270,2017,Brisbane,Hospitalisation,1,1,0,0,1,0,0,12,0,17,1,2,20
271,2017,Brisbane,Hospitalisation,1,1,0,1,0,0,0,83,0,95,16,10,121
272,2017,Brisbane,Hospitalisation,1,1,0,1,0,0,1,2,0,2,0,0,2
273,2017,Brisbane,Hospitalisation,1,1,0,1,1,0,0,2,0,2,1,0,3
274,2017,Brisbane,Hospitalisation,1,1,1,0,0,0,0,63,0,78,7,9,94
275,2017,Brisbane,Hospitalisation,1,1,1,0,0,0,1,5,0,13,1,0,14
276,2017,Brisbane,Hospitalisation,1,1,1,0,1,0,0,52,0,66,9,11,86
277,2017,Brisbane,Hospitalisation,1,1,1,1,0,0,0,13,0,14,2,3,19
278,2017,Brisbane,Hospitalisation,1,1,1,1,0,0,1,2,0,2,2,0,4
279,2017,Brisbane,Hospitalisation,1,1,1,1,1,0,0,8,0,13,2,0,15
280,2017,Brisbane,Medical treatment,0,0,0,0,0,0,0,33,0,0,34,2,36
281,2017,Brisbane,Medical treatment,0,1,0,0,0,0,0,211,0,0,241,13,254
282,2017,Brisbane,Medical treatment,0,1,0,0,0,0,1,9,0,0,11,1,12
283,2017,Brisbane,Medical treatment,0,1,0,0,1,0,0,2,0,0,2,1,3
284,2017,Brisbane,Medical treatment,0,1,0,1,0,0,0,49,0,0,52,4,56
285,2017,Brisbane,Medical treatment,0,1,0,1,0,0,1,1,0,0,1,0,1
286,2017,Brisbane,Medical treatment,0,1,1,0,0,0,0,64,0,0,71,10,81
287,2017,Brisbane,Medical treatment,0,1,1,0,1,0,0,74,0,0,88,4,92
288,2017,Brisbane,Medical treatment,0,1,1,1,0,0,0,6,0,0,7,1,8
289,2017,Brisbane,Medical treatment,0,1,1,1,1,0,0,8,0,0,10,3,13
290,2017,Brisbane,Medical treatment,1,0,0,0,0,0,0,404,0,0,439,22,461
291,2017,Brisbane,Medical treatment,1,0,0,0,0,0,1,17,0,0,18,2,20
292,2017,Brisbane,Medical treatment,1,0,0,0,1,0,0,19,0,0,24,0,24
293,2017,Brisbane,Medical treatment,1,0,0,1,0,0,0,123,0,0,135,5,140
294,2017,Brisbane,Medical treatment,1,0,0,1,0,0,1,3,0,0,3,0,3
295,2017,Brisbane,Medical treatment,1,0,0,1,1,0,0,2,0,0,4,0,4
296,2017,Brisbane,Medical treatment,1,0,1,0,0,0,0,138,0,0,156,6,162
297,2017,Brisbane,Medical treatment,1,0,1,0,0,0,1,10,0,0,11,0,11
298,2017,Brisbane,Medical treatment,1,0,1,0,1,0,0,89,0,0,103,8,111
299,2017,Brisbane,Medical treatment,1,0,1,0,1,0,1,2,0,0,4,0,4
300,2017,Brisbane,Medical treatment,1,0,1,1,0,0,0,10,0,0,13,2,15
301,2017,Brisbane,Medical treatment,1,0,1,1,1,0,0,8,0,0,8,2,10
302,2017,Brisbane,Medical treatment,1,1,0,0,0,0,0,349,0,0,403,37,440
303,2017,Brisbane,Medical treatment,1,1,0,0,0,0,1,6,0,0,8,0,8
304,2017,Brisbane,Medical treatment,1,1,0,0,1,0,0,22,0,0,24,5,29
305,2017,Brisbane,Medical treatment,1,1,0,1,0,0,0,105,0,0,121,13,134
306,2017,Brisbane,Medical treatment,1,1,0,1,0,0,1,5,0,0,7,0,7
307,2017,Brisbane,Medical treatment,1,1,0,1,1,0,0,4,0,0,4,0,4
308,2017,Brisbane,Medical treatment,1,1,1,0,0,0,0,166,0,0,196,18,214
