,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Drink_Driving,Involving_Driver_Speed,Involving_Fatigued_Driver,Involving_Defective_Vehicle,Count_Crashes,Count_Fatality,Count_Hospitalised,Count_Medically_Treated,Count_Minor_Injury,Count_All_Casualties
168,2005,Brisbane,Hospitalisation,1,0,1,0,5,0,5,3,0,8
169,2005,Brisbane,Hospitalisation,1,1,0,0,26,0,39,9,1,49
170,2005,Brisbane,Medical treatment,0,0,0,0,1813,0,0,2201,166,2367
171,2005,Brisbane,Medical treatment,0,0,0,1,30,0,0,37,2,39
172,2005,Brisbane,Medical treatment,0,0,1,0,26,0,0,28,0,28
173,2005,Brisbane,Medical treatment,0,1,0,0,51,0,0,56,7,63
174,2005,Brisbane,Medical treatment,0,1,0,1,3,0,0,3,0,3
175,2005,Brisbane,Medical treatment,1,0,0,0,68,0,0,79,6,85
176,2005,Brisbane,Medical treatment,1,0,0,1,1,0,0,1,0,1
177,2005,Brisbane,Medical treatment,1,0,1,0,1,0,0,1,0,1
178,2005,Brisbane,Medical treatment,1,1,0,0,11,0,0,16,2,18
179,2005,Brisbane,Medical treatment,1,1,0,1,1,0,0,2,0,2
180,2005,Brisbane,Minor injury,0,0,0,0,965,0,0,0,1151,1151
181,2005,Brisbane,Minor injury,0,0,0,1,13,0,0,0,16,16
182,2005,Brisbane,Minor injury,0,0,1,0,7,0,0,0,7,7
183,2005,Brisbane,Minor injury,0,1,0,0,36,0,0,0,42,42
184,2005,Brisbane,Minor injury,1,0,0,0,31,0,0,0,37,37
185,2005,Brisbane,Minor injury,1,0,1,0,1,0,0,0,1,1
186,2005,Brisbane,Minor injury,1,1,0,0,6,0,0,0,8,8
187,2005,Brisbane,Property damage only,0,0,0,0,2104,0,0,0,0,0
188,2005,Brisbane,Property damage only,0,0,0,1,68,0,0,0,0,0
189,2005,Brisbane,Property damage only,0,0,1,0,33,0,0,0,0,0
190,2005,Brisbane,Property damage only,0,1,0,0,132,0,0,0,0,0
191,2005,Brisbane,Property damage only,0,1,0,1,1,0,0,0,0,0
192,2005,Brisbane,Property damage only,1,0,0,0,182,0,0,0,0,0
193,2005,Brisbane,Property damage only,1,0,0,1,2,0,0,0,0,0
194,2005,Brisbane,Property damage only,1,0,1,0,3,0,0,0,0,0
195,2005,Brisbane,Property damage only,1,1,0,0,25,0,0,0,0,0
196,2006,Brisbane,Fatal,0,0,0,0,26,26,5,5,3,39
197,2006,Brisbane,Fatal,0,1,0,0,7,8,1,1,0,10
198,2006,Brisbane,Fatal,1,0,0,0,9,9,1,9,0,19
199,2006,Brisbane,Fatal,1,1,0,0,7,10,1,0,0,11
200,2006,Brisbane,Hospitalisation,0,0,0,0,1194,0,1404,139,108,1651
201,2006,Brisbane,Hospitalisation,0,0,0,1,22,0,26,4,2,32
202,2006,Brisbane,Hospitalisation,0,0,1,0,16,0,25,7,2,34
203,2006,Brisbane,Hospitalisation,0,0,1,1,1,0,1,0,0,1
204,2006,Brisbane,Hospitalisation,0,1,0,0,78,0,104,11,9,124
205,2006,Brisbane,Hospitalisation,0,1,0,1,3,0,3,0,0,3
206,2006,Brisbane,Hospitalisation,1,0,0,0,98,0,128,14,4,146
207,2006,Brisbane,Hospitalisation,1,0,1,0,1,0,1,0,0,1
208,2006,Brisbane,Hospitalisation,1,1,0,0,24,0,28,3,3,34
209,2006,Brisbane,Medical treatment,0,0,0,0,1829,0,0,2114,188,2302
210,2006,Brisbane,Medical treatment,0,0,0,1,34,0,0,37,3,40
211,2006,Brisbane,Medical treatment,0,0,1,0,18,0,0,22,1,23
212,2006,Brisbane,Medical treatment,0,0,1,1,1,0,0,1,0,1
213,2006,Brisbane,Medical treatment,0,1,0,0,56,0,0,70,4,74
214,2006,Brisbane,Medical treatment,0,1,0,1,1,0,0,2,0,2
215,2006,Brisbane,Medical treatment,1,0,0,0,59,0,0,70,8,78
216,2006,Brisbane,Medical treatment,1,0,0,1,1,0,0,1,0,1
217,2006,Brisbane,Medical treatment,1,0,1,0,1,0,0,1,0,1
218,2006,Brisbane,Medical treatment,1,1,0,0,6,0,0,8,0,8
219,2006,Brisbane,Medical treatment,1,1,0,1,1,0,0,1,0,1
220,2006,Brisbane,Minor injury,0,0,0,0,1068,0,0,0,1245,1245
221,2006,Brisbane,Minor injury,0,0,0,1,18,0,0,0,21,21
222,2006,Brisbane,Minor injury,0,0,1,0,16,0,0,0,17,17
223,2006,Brisbane,Minor injury,0,1,0,0,32,0,0,0,35,35
224,2006,Brisbane,Minor injury,0,1,0,1,3,0,0,0,4,4
225,2006,Brisbane,Minor injury,1,0,0,0,30,0,0,0,34,34
226,2006,Brisbane,Minor injury,1,0,0,1,1,0,0,0,2,2
227,2006,Brisbane,Minor injury,1,1,0,0,5,0,0,0,6,6
228,2006,Brisbane,Property damage only,0,0,0,0,1884,0,0,0,0,0
229,2006,Brisbane,Property damage only,0,0,0,1,60,0,0,0,0,0
230,2006,Brisbane,Property damage only,0,0,1,0,52,0,0,0,0,0
231,2006,Brisbane,Property damage only,0,1,0,0,133,0,0,0,0,0
232,2006,Brisbane,Property damage only,0,1,0,1,4,0,0,0,0,0
233,2006,Brisbane,Property damage only,0,1,1,1,1,0,0,0,0,0
234,2006,Brisbane,Property damage only,1,0,0,0,169,0,0,0,0,0
235,2006,Brisbane,Property damage only,1,0,0,1,1,0,0,0,0,0
236,2006,Brisbane,Property damage only,1,0,1,0,5,0,0,0,0,0
237,2006,Brisbane,Property damage only,1,1,0,0,18,0,0,0,0,0
238,2007,Brisbane,Fatal,0,0,0,0,37,37,11,4,7,59
239,2007,Brisbane,Fatal,0,0,1,0,1,1,0,0,0,1
240,2007,Brisbane,Fatal,0,1,0,0,14,14,10,3,1,28
241,2007,Brisbane,Fatal,1,0,0,0,3,3,2,0,2,7
242,2007,Brisbane,Fatal,1,1,0,0,4,4,5,0,0,9
243,2007,Brisbane,Hospitalisation,0,0,0,0,1280,0,1470,151,167,1788
244,2007,Brisbane,Hospitalisation,0,0,0,1,26,0,31,4,3,38
245,2007,Brisbane,Hospitalisation,0,0,1,0,16,0,16,0,0,16
246,2007,Brisbane,Hospitalisation,0,1,0,0,59,0,73,10,9,92
247,2007,Brisbane,Hospitalisation,0,1,0,1,1,0,1,0,0,1
248,2007,Brisbane,Hospitalisation,1,0,0,0,88,0,110,10,11,131
249,2007,Brisbane,Hospitalisation,1,0,1,0,4,0,6,0,0,6
250,2007,Brisbane,Hospitalisation,1,1,0,0,19,0,27,2,0,29
251,2007,Brisbane,Hospitalisation,1,1,0,1,1,0,1,0,0,1
252,2007,Brisbane,Medical treatment,0,0,0,0,1771,0,0,2095,239,2334
253,2007,Brisbane,Medical treatment,0,0,0,1,32,0,0,38,1,39
254,2007,Brisbane,Medical treatment,0,0,1,0,25,0,0,26,0,26
255,2007,Brisbane,Medical treatment,0,1,0,0,55,0,0,64,8,72
256,2007,Brisbane,Medical treatment,0,1,0,1,2,0,0,2,0,2
257,2007,Brisbane,Medical treatment,1,0,0,0,65,0,0,77,3,80
258,2007,Brisbane,Medical treatment,1,0,1,0,1,0,0,1,0,1
259,2007,Brisbane,Medical treatment,1,1,0,0,9,0,0,10,1,11
260,2007,Brisbane,Minor injury,0,0,0,0,1092,0,0,0,1305,1305
261,2007,Brisbane,Minor injury,0,0,0,1,23,0,0,0,28,28
262,2007,Brisbane,Minor injury,0,0,1,0,17,0,0,0,19,19
263,2007,Brisbane,Minor injury,0,1,0,0,37,0,0,0,42,42
264,2007,Brisbane,Minor injury,0,1,0,1,3,0,0,0,3,3
265,2007,Brisbane,Minor injury,1,0,0,0,46,0,0,0,56,56
266,2007,Brisbane,Minor injury,1,0,1,0,1,0,0,0,1,1
267,2007,Brisbane,Minor injury,1,1,0,0,5,0,0,0,6,6
268,2007,Brisbane,Property damage only,0,0,0,0,1645,0,0,0,0,0
269,2007,Brisbane,Property damage only,0,0,0,1,42,0,0,0,0,0
270,2007,Brisbane,Property damage only,0,0,1,0,38,0,0,0,0,0
271,2007,Brisbane,Property damage only,0,1,0,0,150,0,0,0,0,0
272,2007,Brisbane,Property damage only,0,1,0,1,4,0,0,0,0,0
273,2007,Brisbane,Property damage only,0,1,1,0,1,0,0,0,0,0
274,2007,Brisbane,Property damage only,1,0,0,0,176,0,0,0,0,0
275,2007,Brisbane,Property damage only,1,0,0,1,2,0,0,0,0,0
276,2007,Brisbane,Property damage only,1,0,1,0,3,0,0,0,0,0
277,2007,Brisbane,Property damage only,1,1,0,0,21,0,0,0,0,0
278,2007,Brisbane,Property damage only,1,1,0,1,1,0,0,0,0,0
279,2007,Brisbane,Property damage only,1,1,1,0,1,0,0,0,0,0
280,2008,Brisbane,Fatal,0,0,0,0,24,24,8,5,3,40
281,2008,Brisbane,Fatal,0,1,0,0,4,4,2,3,0,9
282,2008,Brisbane,Fatal,1,0,0,0,1,1,0,1,0,2
283,2008,Brisbane,Fatal,1,1,0,0,7,7,0,1,1,9
284,2008,Brisbane,Hospitalisation,0,0,0,0,1352,0,1596,192,187,1975
285,2008,Brisbane,Hospitalisation,0,0,0,1,20,0,24,5,1,30
286,2008,Brisbane,Hospitalisation,0,0,1,0,29,0,38,0,1,39
287,2008,Brisbane,Hospitalisation,0,1,0,0,59,0,74,9,3,86
288,2008,Brisbane,Hospitalisation,0,1,0,1,2,0,2,0,0,2
289,2008,Brisbane,Hospitalisation,0,1,1,0,1,0,1,0,1,2
290,2008,Brisbane,Hospitalisation,1,0,0,0,130,0,151,20,9,180
291,2008,Brisbane,Hospitalisation,1,0,0,1,1,0,1,0,0,1
292,2008,Brisbane,Hospitalisation,1,0,1,0,3,0,3,0,0,3
293,2008,Brisbane,Hospitalisation,1,1,0,0,16,0,20,2,0,22
294,2008,Brisbane,Hospitalisation,1,1,0,1,1,0,1,0,0,1
295,2008,Brisbane,Medical treatment,0,0,0,0,1915,0,0,2278,265,2543
296,2008,Brisbane,Medical treatment,0,0,0,1,23,0,0,26,0,26
297,2008,Brisbane,Medical treatment,0,0,1,0,19,0,0,22,0,22
298,2008,Brisbane,Medical treatment,0,1,0,0,50,0,0,56,7,63
299,2008,Brisbane,Medical treatment,0,1,0,1,4,0,0,5,0,5
300,2008,Brisbane,Medical treatment,1,0,0,0,60,0,0,66,13,79
301,2008,Brisbane,Medical treatment,1,0,0,1,1,0,0,1,0,1
302,2008,Brisbane,Medical treatment,1,0,1,0,1,0,0,1,0,1
303,2008,Brisbane,Medical treatment,1,1,0,0,14,0,0,15,3,18
304,2008,Brisbane,Minor injury,0,0,0,0,964,0,0,0,1159,1159
305,2008,Brisbane,Minor injury,0,0,0,1,12,0,0,0,17,17
306,2008,Brisbane,Minor injury,0,0,1,0,6,0,0,0,6,6
307,2008,Brisbane,Minor injury,0,1,0,0,28,0,0,0,33,33
308,2008,Brisbane,Minor injury,1,0,0,0,45,0,0,0,56,56
309,2008,Brisbane,Minor injury,1,0,1,0,1,0,0,0,1,1
310,2008,Brisbane,Minor injury,1,1,0,0,8,0,0,0,9,9
311,2008,Brisbane,Property damage only,0,0,0,0,1819,0,0,0,0,0
312,2008,Brisbane,Property damage only,0,0,0,1,43,0,0,0,0,0
313,2008,Brisbane,Property damage only,0,0,1,0,43,0,0,0,0,0
314,2008,Brisbane,Property damage only,0,1,0,0,108,0,0,0,0,0
315,2008,Brisbane,Property damage only,0,1,0,1,4,0,0,0,0,0
316,2008,Brisbane,Property damage only,0,1,1,0,2,0,0,0,0,0
317,2008,Brisbane,Property damage only,1,0,0,0,198,0,0,0,0,0
318,2008,Brisbane,Property damage only,1,0,0,1,1,0,0,0,0,0
319,2008,Brisbane,Property damage only,1,0,1,0,5,0,0,0,0,0
320,2008,Brisbane,Property damage only,1,1,0,0,30,0,0,0,0,0
321,2009,Brisbane,Fatal,0,0,0,0,19,19,1,7,3,30
322,2009,Brisbane,Fatal,0,0,1,0,2,2,0,0,0,2
323,2009,Brisbane,Fatal,0,1,0,0,8,8,4,0,1,13
324,2009,Brisbane,Fatal,1,0,0,0,2,2,0,0,0,2
325,2009,Brisbane,Fatal,1,1,0,0,5,5,5,0,4,14
326,2009,Brisbane,Hospitalisation,0,0,0,0,1415,0,1638,200,129,1967
327,2009,Brisbane,Hospitalisation,0,0,0,1,24,0,26,3,0,29
328,2009,Brisbane,Hospitalisation,0,0,1,0,23,0,25,1,4,30
329,2009,Brisbane,Hospitalisation,0,1,0,0,45,0,58,12,8,78
330,2009,Brisbane,Hospitalisation,1,0,0,0,106,0,136,14,10,160
331,2009,Brisbane,Hospitalisation,1,0,0,1,1,0,1,0,0,1
332,2009,Brisbane,Hospitalisation,1,0,1,0,2,0,2,0,0,2
333,2009,Brisbane,Hospitalisation,1,1,0,0,21,0,24,2,0,26
334,2009,Brisbane,Hospitalisation,1,1,0,1,1,0,2,0,0,2
335,2009,Brisbane,Medical treatment,0,0,0,0,1864,0,0,2202,186,2388
336,2009,Brisbane,Medical treatment,0,0,0,1,26,0,0,29,0,29
337,2009,Brisbane,Medical treatment,0,0,1,0,19,0,0,20,2,22
338,2009,Brisbane,Medical treatment,0,1,0,0,47,0,0,59,9,68
339,2009,Brisbane,Medical treatment,1,0,0,0,54,0,0,62,3,65
340,2009,Brisbane,Medical treatment,1,1,0,0,13,0,0,15,1,16
341,2009,Brisbane,Minor injury,0,0,0,0,772,0,0,0,899,899
342,2009,Brisbane,Minor injury,0,0,0,1,6,0,0,0,6,6
343,2009,Brisbane,Minor injury,0,0,1,0,8,0,0,0,9,9
344,2009,Brisbane,Minor injury,0,1,0,0,17,0,0,0,21,21
345,2009,Brisbane,Minor injury,0,1,0,1,1,0,0,0,1,1
346,2009,Brisbane,Minor injury,0,1,1,0,1,0,0,0,1,1
347,2009,Brisbane,Minor injury,1,0,0,0,24,0,0,0,28,28
348,2009,Brisbane,Minor injury,1,0,1,0,4,0,0,0,5,5
349,2009,Brisbane,Minor injury,1,1,0,0,8,0,0,0,10,10
350,2009,Brisbane,Property damage only,0,0,0,0,1857,0,0,0,0,0
351,2009,Brisbane,Property damage only,0,0,0,1,44,0,0,0,0,0
352,2009,Brisbane,Property damage only,0,0,1,0,30,0,0,0,0,0
353,2009,Brisbane,Property damage only,0,1,0,0,113,0,0,0,0,0
354,2009,Brisbane,Property damage only,0,1,0,1,1,0,0,0,0,0
355,2009,Brisbane,Property damage only,1,0,0,0,185,0,0,0,0,0
356,2009,Brisbane,Property damage only,1,0,0,1,1,0,0,0,0,0
357,2009,Brisbane,Property damage only,1,0,1,0,9,0,0,0,0,0
358,2009,Brisbane,Property damage only,1,1,0,0,27,0,0,0,0,0
359,2010,Brisbane,Fatal,0,0,0,0,22,22,3,2,2,29
360,2010,Brisbane,Fatal,0,1,0,0,7,9,3,2,1,15
361,2010,Brisbane,Fatal,0,1,1,0,1,1,1,0,0,2
362,2010,Brisbane,Fatal,1,0,0,0,2,2,2,0,0,4
