,Crash_Year,Crash_Police_Region,Crash_Severity,Involving_Male_Driver,Involving_Female_Driver,Involving_Young_Driver_16-24,Involving_Senior_Driver_60plus,Involving_Provisional_Driver,Involving_Overseas_Licensed_Driver,Involving_Unlicensed_Driver,Count_Crashes,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_All
91,2001,Brisbane,Medical treatment,1,0,1,0,0,1,0,5,0,0,7,1,8
92,2001,Brisbane,Medical treatment,1,0,1,0,1,0,0,163,0,0,194,12,206
93,2001,Brisbane,Medical treatment,1,0,1,0,1,0,1,1,0,0,1,0,1
94,2001,Brisbane,Medical treatment,1,0,1,0,1,1,0,2,0,0,6,0,6
95,2001,Brisbane,Medical treatment,1,0,1,1,0,0,0,11,0,0,11,2,13
96,2001,Brisbane,Medical treatment,1,0,1,1,0,0,1,1,0,0,1,0,1
97,2001,Brisbane,Medical treatment,1,0,1,1,1,0,0,18,0,0,24,2,26
98,2001,Brisbane,Medical treatment,1,1,0,0,0,0,0,305,0,0,354,32,386
99,2001,Brisbane,Medical treatment,1,1,0,0,0,0,1,12,0,0,14,0,14
100,2001,Brisbane,Medical treatment,1,1,0,0,0,1,0,4,0,0,5,2,7
101,2001,Brisbane,Medical treatment,1,1,0,0,1,0,0,15,0,0,16,3,19
102,2001,Brisbane,Medical treatment,1,1,0,1,0,0,0,74,0,0,91,6,97
103,2001,Brisbane,Medical treatment,1,1,0,1,0,0,1,2,0,0,2,0,2
104,2001,Brisbane,Medical treatment,1,1,0,1,0,1,0,2,0,0,2,0,2
105,2001,Brisbane,Medical treatment,1,1,0,1,1,0,0,1,0,0,1,0,1
106,2001,Brisbane,Medical treatment,1,1,1,0,0,0,0,146,0,0,183,10,193
107,2001,Brisbane,Medical treatment,1,1,1,0,0,0,1,11,0,0,11,0,11
108,2001,Brisbane,Medical treatment,1,1,1,0,0,1,0,3,0,0,5,0,5
109,2001,Brisbane,Medical treatment,1,1,1,0,0,1,1,1,0,0,6,0,6
110,2001,Brisbane,Medical treatment,1,1,1,0,1,0,0,194,0,0,240,19,259
111,2001,Brisbane,Medical treatment,1,1,1,0,1,0,1,7,0,0,7,0,7
112,2001,Brisbane,Medical treatment,1,1,1,0,1,1,0,2,0,0,3,0,3
113,2001,Brisbane,Medical treatment,1,1,1,1,0,0,0,21,0,0,30,0,30
114,2001,Brisbane,Medical treatment,1,1,1,1,0,0,1,1,0,0,1,0,1
115,2001,Brisbane,Medical treatment,1,1,1,1,1,0,0,26,0,0,35,0,35
116,2001,Brisbane,Minor injury,0,0,0,0,0,0,0,18,0,0,0,18,18
117,2001,Brisbane,Minor injury,0,1,0,0,0,0,0,129,0,0,0,148,148
118,2001,Brisbane,Minor injury,0,1,0,0,0,0,1,4,0,0,0,5,5
119,2001,Brisbane,Minor injury,0,1,0,0,0,1,0,2,0,0,0,2,2
120,2001,Brisbane,Minor injury,0,1,0,0,1,0,0,2,0,0,0,2,2
121,2001,Brisbane,Minor injury,0,1,0,1,0,0,0,14,0,0,0,16,16
122,2001,Brisbane,Minor injury,0,1,1,0,0,0,0,48,0,0,0,54,54
123,2001,Brisbane,Minor injury,0,1,1,0,0,0,1,4,0,0,0,4,4
124,2001,Brisbane,Minor injury,0,1,1,0,0,1,0,1,0,0,0,1,1
125,2001,Brisbane,Minor injury,0,1,1,0,1,0,0,56,0,0,0,75,75
126,2001,Brisbane,Minor injury,0,1,1,1,0,0,0,4,0,0,0,6,6
127,2001,Brisbane,Minor injury,0,1,1,1,1,0,0,3,0,0,0,6,6
128,2001,Brisbane,Minor injury,1,0,0,0,0,0,0,283,0,0,0,318,318
129,2001,Brisbane,Minor injury,1,0,0,0,0,0,1,5,0,0,0,6,6
130,2001,Brisbane,Minor injury,1,0,0,0,0,1,0,8,0,0,0,8,8
131,2001,Brisbane,Minor injury,1,0,0,0,1,0,0,13,0,0,0,15,15
132,2001,Brisbane,Minor injury,1,0,0,1,0,0,0,64,0,0,0,72,72
133,2001,Brisbane,Minor injury,1,0,0,1,0,1,0,2,0,0,0,2,2
134,2001,Brisbane,Minor injury,1,0,0,1,1,0,0,4,0,0,0,5,5
135,2001,Brisbane,Minor injury,1,0,1,0,0,0,0,72,0,0,0,87,87
136,2001,Brisbane,Minor injury,1,0,1,0,0,0,1,10,0,0,0,11,11
137,2001,Brisbane,Minor injury,1,0,1,0,0,1,0,4,0,0,0,5,5
138,2001,Brisbane,Minor injury,1,0,1,0,1,0,0,115,0,0,0,144,144
139,2001,Brisbane,Minor injury,1,0,1,0,1,0,1,1,0,0,0,1,1
140,2001,Brisbane,Minor injury,1,0,1,0,1,1,0,3,0,0,0,4,4
141,2001,Brisbane,Minor injury,1,0,1,1,0,0,0,10,0,0,0,12,12
142,2001,Brisbane,Minor injury,1,0,1,1,0,1,1,1,0,0,0,1,1
143,2001,Brisbane,Minor injury,1,0,1,1,1,0,0,3,0,0,0,3,3
144,2001,Brisbane,Minor injury,1,1,0,0,0,0,0,208,0,0,0,246,246
145,2001,Brisbane,Minor injury,1,1,0,0,0,0,1,11,0,0,0,12,12
146,2001,Brisbane,Minor injury,1,1,0,0,0,1,0,6,0,0,0,6,6
147,2001,Brisbane,Minor injury,1,1,0,0,1,0,0,6,0,0,0,7,7
148,2001,Brisbane,Minor injury,1,1,0,1,0,0,0,54,0,0,0,65,65
149,2001,Brisbane,Minor injury,1,1,0,1,0,0,1,1,0,0,0,1,1
150,2001,Brisbane,Minor injury,1,1,0,1,0,1,0,2,0,0,0,2,2
151,2001,Brisbane,Minor injury,1,1,0,1,1,0,0,1,0,0,0,2,2
152,2001,Brisbane,Minor injury,1,1,1,0,0,0,0,91,0,0,0,108,108
153,2001,Brisbane,Minor injury,1,1,1,0,0,0,1,7,0,0,0,8,8
154,2001,Brisbane,Minor injury,1,1,1,0,0,1,0,4,0,0,0,6,6
155,2001,Brisbane,Minor injury,1,1,1,0,1,0,0,133,0,0,0,169,169
156,2001,Brisbane,Minor injury,1,1,1,0,1,0,1,3,0,0,0,6,6
157,2001,Brisbane,Minor injury,1,1,1,0,1,1,0,5,0,0,0,8,8
158,2001,Brisbane,Minor injury,1,1,1,1,0,0,0,13,0,0,0,18,18
159,2001,Brisbane,Minor injury,1,1,1,1,0,0,1,1,0,0,0,2,2
160,2001,Brisbane,Minor injury,1,1,1,1,1,0,0,7,0,0,0,11,11
161,2001,Brisbane,Property damage only,0,0,0,0,0,0,0,71,0,0,0,0,0
162,2001,Brisbane,Property damage only,0,1,0,0,0,0,0,149,0,0,0,0,0
163,2001,Brisbane,Property damage only,0,1,0,0,0,0,1,8,0,0,0,0,0
164,2001,Brisbane,Property damage only,0,1,0,0,0,1,0,7,0,0,0,0,0
165,2001,Brisbane,Property damage only,0,1,0,0,1,0,0,5,0,0,0,0,0
166,2001,Brisbane,Property damage only,0,1,0,1,0,0,0,34,0,0,0,0,0
167,2001,Brisbane,Property damage only,0,1,0,1,0,0,1,1,0,0,0,0,0
168,2001,Brisbane,Property damage only,0,1,0,1,0,1,0,1,0,0,0,0,0
169,2001,Brisbane,Property damage only,0,1,1,0,0,0,0,67,0,0,0,0,0
170,2001,Brisbane,Property damage only,0,1,1,0,0,0,1,8,0,0,0,0,0
171,2001,Brisbane,Property damage only,0,1,1,0,0,1,0,1,0,0,0,0,0
172,2001,Brisbane,Property damage only,0,1,1,0,1,0,0,83,0,0,0,0,0
173,2001,Brisbane,Property damage only,0,1,1,1,0,0,0,2,0,0,0,0,0
174,2001,Brisbane,Property damage only,0,1,1,1,1,0,0,1,0,0,0,0,0
175,2001,Brisbane,Property damage only,1,0,0,0,0,0,0,464,0,0,0,0,0
176,2001,Brisbane,Property damage only,1,0,0,0,0,0,1,33,0,0,0,0,0
177,2001,Brisbane,Property damage only,1,0,0,0,0,1,0,12,0,0,0,0,0
178,2001,Brisbane,Property damage only,1,0,0,0,1,0,0,22,0,0,0,0,0
179,2001,Brisbane,Property damage only,1,0,0,1,0,0,0,87,0,0,0,0,0
180,2001,Brisbane,Property damage only,1,0,0,1,0,0,1,2,0,0,0,0,0
181,2001,Brisbane,Property damage only,1,0,0,1,0,1,0,2,0,0,0,0,0
182,2001,Brisbane,Property damage only,1,0,0,1,1,0,0,4,0,0,0,0,0
183,2001,Brisbane,Property damage only,1,0,1,0,0,0,0,205,0,0,0,0,0
184,2001,Brisbane,Property damage only,1,0,1,0,0,0,1,32,0,0,0,0,0
185,2001,Brisbane,Property damage only,1,0,1,0,0,1,0,6,0,0,0,0,0
186,2001,Brisbane,Property damage only,1,0,1,0,1,0,0,291,0,0,0,0,0
187,2001,Brisbane,Property damage only,1,0,1,0,1,0,1,8,0,0,0,0,0
188,2001,Brisbane,Property damage only,1,0,1,0,1,1,0,2,0,0,0,0,0
189,2001,Brisbane,Property damage only,1,0,1,1,0,0,0,18,0,0,0,0,0
190,2001,Brisbane,Property damage only,1,0,1,1,0,0,1,1,0,0,0,0,0
191,2001,Brisbane,Property damage only,1,0,1,1,1,0,0,21,0,0,0,0,0
192,2001,Brisbane,Property damage only,1,1,0,0,0,0,0,287,0,0,0,0,0
193,2001,Brisbane,Property damage only,1,1,0,0,0,0,1,11,0,0,0,0,0
194,2001,Brisbane,Property damage only,1,1,0,0,0,1,0,10,0,0,0,0,0
195,2001,Brisbane,Property damage only,1,1,0,0,1,0,0,11,0,0,0,0,0
196,2001,Brisbane,Property damage only,1,1,0,1,0,0,0,94,0,0,0,0,0
197,2001,Brisbane,Property damage only,1,1,0,1,0,0,1,3,0,0,0,0,0
198,2001,Brisbane,Property damage only,1,1,0,1,0,1,0,3,0,0,0,0,0
199,2001,Brisbane,Property damage only,1,1,0,1,1,0,0,1,0,0,0,0,0
200,2001,Brisbane,Property damage only,1,1,1,0,0,0,0,134,0,0,0,0,0
201,2001,Brisbane,Property damage only,1,1,1,0,0,0,1,9,0,0,0,0,0
202,2001,Brisbane,Property damage only,1,1,1,0,0,1,0,10,0,0,0,0,0
203,2001,Brisbane,Property damage only,1,1,1,0,1,0,0,194,0,0,0,0,0
204,2001,Brisbane,Property damage only,1,1,1,0,1,0,1,5,0,0,0,0,0
205,2001,Brisbane,Property damage only,1,1,1,0,1,1,0,4,0,0,0,0,0
206,2001,Brisbane,Property damage only,1,1,1,1,0,0,0,22,0,0,0,0,0
207,2001,Brisbane,Property damage only,1,1,1,1,0,0,1,3,0,0,0,0,0
208,2001,Brisbane,Property damage only,1,1,1,1,0,1,0,1,0,0,0,0,0
209,2001,Brisbane,Property damage only,1,1,1,1,1,0,0,24,0,0,0,0,0
210,2001,Brisbane,Property damage only,1,1,1,1,1,0,1,1,0,0,0,0,0
211,2002,Brisbane,Fatal,0,1,0,0,0,0,0,2,2,3,0,0,5
212,2002,Brisbane,Fatal,0,1,0,0,0,0,1,1,1,0,0,0,1
213,2002,Brisbane,Fatal,0,1,1,0,0,0,0,1,1,0,0,0,1
214,2002,Brisbane,Fatal,0,1,1,0,1,0,0,1,1,0,0,0,1
215,2002,Brisbane,Fatal,1,0,0,0,0,0,0,18,18,5,0,1,24
216,2002,Brisbane,Fatal,1,0,0,0,0,0,1,1,1,0,0,0,1
217,2002,Brisbane,Fatal,1,0,0,1,0,0,0,2,2,0,0,0,2
218,2002,Brisbane,Fatal,1,0,1,0,0,0,0,6,8,0,1,0,9
219,2002,Brisbane,Fatal,1,0,1,0,0,0,1,1,1,0,0,0,1
220,2002,Brisbane,Fatal,1,0,1,0,1,0,0,5,5,3,0,0,8
221,2002,Brisbane,Fatal,1,1,0,0,0,0,0,1,1,1,1,1,4
222,2002,Brisbane,Fatal,1,1,0,1,0,0,0,2,2,0,0,1,3
223,2002,Brisbane,Fatal,1,1,1,0,1,0,0,1,2,0,0,0,2
224,2002,Brisbane,Hospitalisation,0,0,0,0,0,0,0,25,0,25,0,2,27
225,2002,Brisbane,Hospitalisation,0,1,0,0,0,0,0,131,0,143,14,7,164
226,2002,Brisbane,Hospitalisation,0,1,0,0,0,0,1,4,0,5,0,0,5
227,2002,Brisbane,Hospitalisation,0,1,0,0,1,0,0,4,0,4,0,0,4
228,2002,Brisbane,Hospitalisation,0,1,0,1,0,0,0,27,0,29,4,1,34
229,2002,Brisbane,Hospitalisation,0,1,0,1,0,0,1,2,0,3,0,0,3
230,2002,Brisbane,Hospitalisation,0,1,1,0,0,0,0,24,0,27,9,0,36
231,2002,Brisbane,Hospitalisation,0,1,1,0,0,0,1,3,0,3,1,0,4
232,2002,Brisbane,Hospitalisation,0,1,1,0,1,0,0,45,0,58,4,2,64
233,2002,Brisbane,Hospitalisation,0,1,1,1,0,0,0,5,0,5,2,1,8
234,2002,Brisbane,Hospitalisation,0,1,1,1,0,0,1,1,0,1,1,1,3
235,2002,Brisbane,Hospitalisation,0,1,1,1,1,0,0,1,0,2,1,0,3
236,2002,Brisbane,Hospitalisation,1,0,0,0,0,0,0,304,0,342,20,15,377
237,2002,Brisbane,Hospitalisation,1,0,0,0,0,0,1,20,0,24,7,0,31
238,2002,Brisbane,Hospitalisation,1,0,0,0,0,1,0,8,0,9,1,0,10
239,2002,Brisbane,Hospitalisation,1,0,0,0,1,0,0,12,0,14,2,1,17
240,2002,Brisbane,Hospitalisation,1,0,0,1,0,0,0,88,0,108,6,7,121
241,2002,Brisbane,Hospitalisation,1,0,0,1,0,0,1,3,0,3,0,0,3
242,2002,Brisbane,Hospitalisation,1,0,0,1,0,1,0,1,0,1,0,0,1
243,2002,Brisbane,Hospitalisation,1,0,1,0,0,0,0,100,0,111,13,1,125
244,2002,Brisbane,Hospitalisation,1,0,1,0,0,0,1,14,0,18,3,1,22
245,2002,Brisbane,Hospitalisation,1,0,1,0,0,1,0,2,0,4,2,0,6
246,2002,Brisbane,Hospitalisation,1,0,1,0,1,0,0,105,0,133,32,10,175
247,2002,Brisbane,Hospitalisation,1,0,1,0,1,1,0,1,0,1,0,0,1
248,2002,Brisbane,Hospitalisation,1,0,1,1,0,0,0,6,0,8,0,2,10
249,2002,Brisbane,Hospitalisation,1,0,1,1,1,0,0,5,0,10,1,0,11
250,2002,Brisbane,Hospitalisation,1,1,0,0,0,0,0,100,0,124,26,13,163
251,2002,Brisbane,Hospitalisation,1,1,0,0,0,0,1,4,0,5,0,0,5
252,2002,Brisbane,Hospitalisation,1,1,0,0,0,1,0,4,0,5,0,0,5
253,2002,Brisbane,Hospitalisation,1,1,0,0,1,0,0,5,0,8,0,0,8
254,2002,Brisbane,Hospitalisation,1,1,0,1,0,0,0,54,0,68,9,5,82
255,2002,Brisbane,Hospitalisation,1,1,0,1,0,0,1,1,0,1,1,0,2
256,2002,Brisbane,Hospitalisation,1,1,0,1,1,0,0,1,0,1,0,0,1
257,2002,Brisbane,Hospitalisation,1,1,1,0,0,0,0,73,0,92,12,10,114
258,2002,Brisbane,Hospitalisation,1,1,1,0,0,0,1,6,0,7,1,1,9
259,2002,Brisbane,Hospitalisation,1,1,1,0,0,1,0,1,0,1,0,1,2
260,2002,Brisbane,Hospitalisation,1,1,1,0,1,0,0,80,0,99,8,23,130
261,2002,Brisbane,Hospitalisation,1,1,1,0,1,0,1,3,0,3,2,0,5
262,2002,Brisbane,Hospitalisation,1,1,1,1,0,0,0,13,0,17,2,0,19
263,2002,Brisbane,Hospitalisation,1,1,1,1,0,0,1,1,0,3,0,0,3
264,2002,Brisbane,Hospitalisation,1,1,1,1,0,1,0,1,0,1,0,0,1
265,2002,Brisbane,Hospitalisation,1,1,1,1,1,0,0,12,0,15,2,1,18
266,2002,Brisbane,Medical treatment,0,0,0,0,0,0,0,35,0,0,36,0,36
267,2002,Brisbane,Medical treatment,0,1,0,0,0,0,0,192,0,0,218,8,226
268,2002,Brisbane,Medical treatment,0,1,0,0,0,0,1,6,0,0,6,0,6
269,2002,Brisbane,Medical treatment,0,1,0,0,0,1,0,3,0,0,3,0,3
270,2002,Brisbane,Medical treatment,0,1,0,0,1,0,0,5,0,0,5,0,5
271,2002,Brisbane,Medical treatment,0,1,0,1,0,0,0,39,0,0,47,4,51
272,2002,Brisbane,Medical treatment,0,1,0,1,0,1,0,1,0,0,1,0,1
273,2002,Brisbane,Medical treatment,0,1,1,0,0,0,0,72,0,0,80,5,85
274,2002,Brisbane,Medical treatment,0,1,1,0,0,0,1,3,0,0,4,0,4
275,2002,Brisbane,Medical treatment,0,1,1,0,0,1,0,2,0,0,2,1,3
276,2002,Brisbane,Medical treatment,0,1,1,0,1,0,0,90,0,0,106,5,111
277,2002,Brisbane,Medical treatment,0,1,1,0,1,0,1,2,0,0,2,1,3
278,2002,Brisbane,Medical treatment,0,1,1,1,0,0,0,5,0,0,7,1,8
279,2002,Brisbane,Medical treatment,0,1,1,1,1,0,0,3,0,0,3,0,3
280,2002,Brisbane,Medical treatment,1,0,0,0,0,0,0,353,0,0,382,18,400
281,2002,Brisbane,Medical treatment,1,0,0,0,0,0,1,16,0,0,19,0,19
282,2002,Brisbane,Medical treatment,1,0,0,0,0,1,0,6,0,0,10,0,10
283,2002,Brisbane,Medical treatment,1,0,0,0,1,0,0,10,0,0,10,1,11
284,2002,Brisbane,Medical treatment,1,0,0,1,0,0,0,96,0,0,114,7,121
285,2002,Brisbane,Medical treatment,1,0,0,1,0,0,1,2,0,0,2,0,2
286,2002,Brisbane,Medical treatment,1,0,0,1,1,0,0,3,0,0,6,0,6
287,2002,Brisbane,Medical treatment,1,0,1,0,0,0,0,107,0,0,120,6,126
288,2002,Brisbane,Medical treatment,1,0,1,0,0,0,1,9,0,0,10,1,11
289,2002,Brisbane,Medical treatment,1,0,1,0,0,1,0,1,0,0,1,0,1
290,2002,Brisbane,Medical treatment,1,0,1,0,0,1,1,1,0,0,2,0,2
291,2002,Brisbane,Medical treatment,1,0,1,0,1,0,0,182,0,0,210,12,222
292,2002,Brisbane,Medical treatment,1,0,1,0,1,1,0,2,0,0,3,0,3
293,2002,Brisbane,Medical treatment,1,0,1,1,0,0,0,15,0,0,16,2,18
294,2002,Brisbane,Medical treatment,1,0,1,1,0,0,1,1,0,0,1,0,1
295,2002,Brisbane,Medical treatment,1,0,1,1,1,0,0,12,0,0,13,0,13
296,2002,Brisbane,Medical treatment,1,1,0,0,0,0,0,302,0,0,371,27,398
297,2002,Brisbane,Medical treatment,1,1,0,0,0,0,1,8,0,0,9,0,9
298,2002,Brisbane,Medical treatment,1,1,0,0,0,1,0,10,0,0,13,1,14
299,2002,Brisbane,Medical treatment,1,1,0,0,1,0,0,10,0,0,10,0,10
300,2002,Brisbane,Medical treatment,1,1,0,0,1,1,1,1,0,0,1,0,1
301,2002,Brisbane,Medical treatment,1,1,0,1,0,0,0,89,0,0,111,14,125
302,2002,Brisbane,Medical treatment,1,1,0,1,0,0,1,1,0,0,2,0,2
303,2002,Brisbane,Medical treatment,1,1,0,1,0,1,0,1,0,0,1,0,1
304,2002,Brisbane,Medical treatment,1,1,0,1,1,0,0,1,0,0,1,0,1
305,2002,Brisbane,Medical treatment,1,1,1,0,0,0,0,134,0,0,166,17,183
306,2002,Brisbane,Medical treatment,1,1,1,0,0,0,1,12,0,0,15,0,15
307,2002,Brisbane,Medical treatment,1,1,1,0,0,1,0,5,0,0,8,2,10
308,2002,Brisbane,Medical treatment,1,1,1,0,1,0,0,205,0,0,262,17,279
309,2002,Brisbane,Medical treatment,1,1,1,0,1,0,1,2,0,0,3,0,3
